项目ID,项目编号,项目名称,项目金额,业务模式,业务条线,租赁模式,项目状态,客户ID,客户名称,客户经理ID,客户经理名称,部门ID,部门名称,机构ID,机构名称,项目资金用途,国家,省份,市,地区,详细地址,项目第一偿还来源,项目第二偿还来源,租赁物描述,争议解决方式,数据版本,创建人,创建时间,最后修改人,最后修改时间,单据来源主键,单据来源类型,出租人机构ID,业务单据类型,总裁审批状态,是否上预审会,是否上审决会,删除标识,审批结束时间,总裁审批通过时间,决策有效期,全投资内部收益率,租赁利率,调整方式,保证金比例及收取方式,手续费比例及收取方式,租金支付方式,审决会投票委员,项目来源,客户initId,项目初始化id,业务变更版本号,业务属性,业务类型,租赁物类型,项目资金类型,业务条线类型
fe566641-e908-4fb6-985c-5317b9974b45,XM2024090001,北京绿电荷储能源发展有限公司,1941600.0,普通融资租赁,储能业务,回租,PASS,788263e7-8464-4a08-bf9c-df2ba55acdbd,北京绿电荷储能源发展有限公司,102537,钱奔,yls_kflj7000083a4e,业务一部,yls_kflj700008aglr,富鸿资本（湖南）融资租赁有限公司,设备经营款,156.0,广东省,东莞市,东莞市,,北京绿电荷储能源发展有限公司,东莞市玮艺实业有限公司,储能电站及基础设施,arbitration,22,102537,2024-09-23 17:07:30,103014,2024-09-25 15:22:17,5722020e-5c1d-46bf-aabe-ae19f349f000,BUSINESS_APPLY,yls_kflj700008aglr,STATISTIC,,0.0,0.0,0,2024/09/25 15:22:16,,1,0.1169,参照2024年08月20日央行五年期LPR3.85%利率加点值100.00BP，即4.85%。,固定利率,0,1、按照融资额的0.5%收取；2、放款后2024年12月25日收取,季付、等额本息，第一期设置宽限期（只还息不还本）,,,0aade25e-3470-4d30-961d-6d35b73ff129,bac2273c-e99c-4bb8-9691-7e4dcc8e46f7,1.0,服务国电投集团,常规融资租赁,储能设备,其他,储能
fe5b3bdd-9ffe-4a7a-915a-aab587def2c2,XM2022110001,福贡丰源水电回租业务,265000000.0,普通融资租赁,水力发电,回租,PASS,b3ed63a0-2154-4de1-a4ef-c6586bddd82c,福贡丰源水电发展有限公司,102632,李艳茹,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,客户申请融资26500万元，一部分置换建达滇丰基金，余款支付民和水电公司其他水电站的工程尾款。,156.0,云南省,怒江傈僳族自治州,福贡县,,承租人水电业务收入,云南民和水电投资有限公司,水力发电设备及大坝等基础设施,compulsoryNotarization,34,102668,2022-11-08 14:29:56,102870,2022-11-16 14:14:46,48cda9b9-df12-48f8-ae42-8b176756a689,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,1.0,1.0,1.0,0,2022/11/16 14:14:45,2022/11/16,1,0.0676,6%,浮动利率,租赁本金的2.7%，期初一次性收取，多次下款按同比例收取,租赁本金的1.5%，期初一次性支付，多次下款按同比例收取,"5+5+5年，不规则还款。
前五年投放26500万，25%等额本息，75%本金先息后本，季付，期末付；
中间五年期投放20000万元，35%等额本息，65%本金先息后本，季付，期末付，置换前五年期项目资金；
后五年投放14000万元，50%等额本息，50%本金先息后本，季付，期末付，置换中间五年期项目资金。","[""103030"", ""102542"", ""103029"", ""102670"", ""102644"", ""102929"", ""102622"", ""102976"", ""103010""]",NEW_MARKET_DEVELOP,yls_kflj700006zqu8,52179f70-24a7-4709-84ae-8fccb429ce50,1.0,市场化,未知,水电设备,置换/偿还融资,水电
fe755abd-8b0b-4858-9817-d90795a6633c,XM2024010001,航天鸿源围场300MW风电项目,2160000000.0,普通融资租赁,风力发电,直租,PASS,2ba97ae0-7c33-4a0a-9822-e155f74e2ada,航启承德风力发电有限公司,102845,张蕾,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付建设本项目的设备、设施采购及施工款,156.0,河北省,承德市,围场满族蒙古族自治县,,发电收益,股东借款,风力发电设备及不动产,litigation,15,102845,2024-01-11 09:34:24,102870,2024-01-12 09:30:42,f8a0ef33-aebb-4bda-9fc7-1f0b03acd9f0,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,0.0,0.0,0,2024/01/12 09:30:41,,1,0.0584,参照2023年12月20日央行五年期LPR4.20%利率加点值10.00BP，即4.30%。,固定利率,0,0.7%，下款后5个工作日内支付,宽限期内只还息不还本，宽限期结束等额本息，季末付,,,1dd6ee25-76ff-488e-8821-d44c1a0f5dfe,e2ecf342-7854-40da-9436-2334510a57bd,1.0,市场化,自主开发类,风电设备,设备采购,风电
KF18SJQYlj300000vjkb,201700158,三一湘城步50MW风电项目,200000000.0,普通融资租赁,新能源市场化-风电,直租,PASS,KF18SJQYlj20000006am,三一城步新能源有限公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,风力电站建设,156.0,湖南省,邵阳市,城步苗族自治县,邵阳市城步县儒林镇人民北路（刘昂私宅）,电费收入,股东垫付,,litigation,3,102671,2019-03-20 22:53:56,102671,2021-01-18 22:01:36,96159eda-0a08-47a3-b3c7-f04468c147d9,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj20000006am,ccd83092-7c55-4f92-b317-193b719519d4,,未知,未知,未知,项目建设,风电
KF18SJQYlj300000vjoc,201700405,陕西国电投陕延安宝塔20MW光伏项目,130000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,KF18SJQYlj200000052c,延安市宝塔新能源开发有限公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付EPC设备款,156.0,陕西省,延安市,宝塔区,陕西省延安市宝塔区境内,项目发电收益,国电投陕西公司提供连带责任担保,,litigation,3,102671,2019-03-20 22:53:58,102671,2021-01-18 22:01:36,692f17fd-219d-41a4-a109-fc01aeccbe88,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj200000052c,e5619f15-9855-4986-be5f-3c2613624bf8,,未知,未知,未知,EPC款项,光伏
KF18SJQYlj400000vpz5,201700082,泰来立志光伏电站直租,40000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj200000048u,泰来立志光伏发电有限公司,102632,李艳茹,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付项目设备款,156.0,黑龙江省,齐齐哈尔市,泰来县,黑龙江省泰来县,电站电费收入,哈尔滨九洲电气股份有限公司的连带责任担保,,litigation,5,102632,2019-03-22 00:24:59,102632,2022-10-08 15:02:53,78f1e55f-5d0e-4932-888f-25614b92f477,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj200000048u,e57df2b0-99e0-4447-91ec-a5840ea1e60a,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000vq4a,201700077,泰来环球光伏电站回租,39000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj200000049m,泰来环球光伏电力有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付项目设备款,156.0,黑龙江省,齐齐哈尔市,泰来县,黑龙江省泰来县,电站电费收入,哈尔滨九洲电气股份有限公司的连带责任担保,,litigation,3,102610,2019-03-22 00:25:01,102610,2022-10-08 14:43:20,b72e4c3f-470d-4c23-9894-036968582506,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj200000049m,7b73e027-465c-440b-aaf8-0814770bc7ef,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000vq9i,201700093,阳谷光耀分布式光伏12MW直租,60000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000004a2,阳谷光耀新能源有限责任公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付项目设备款,156.0,山东省,聊城市,阳谷县,山东省聊城市阳谷县阿城镇庞楼村和武将台村,电站电费收入,哈尔滨九洲电气股份有限公司的连带,,,2,102610,2019-03-22 00:25:02,102610,2022-10-08 14:43:20,d39d56f3-1a05-4f00-af0c-e2d0a319daf5,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj20000004a2,ca8e9cbe-c240-4d01-82e1-aedb13ddd942,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000vqew,201700229,安达中聚10WM光伏直租,50000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000004ag,安达中聚新能源科技有限公司,102632,李艳茹,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付项目设备款,156.0,黑龙江省,绥化市,安达市,黑龙江省安达市畜牧场,电站电费收入,博耳（无锡）电力成套有限公司的连带责任担保,,litigation,5,102632,2019-03-22 00:25:03,102573,2026-02-11 16:48:01,b3cb5bca-91fd-4997-abb9-94e6d2cee54b,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,参照2015年10月24日央行五年以上LENDING_RATE4.90%利率加点值160.00BP，即6.50%。,浮动利率,,,,,,KF18SJQYlj20000004ag,7d807242-4e86-4718-a270-e84b5d0c4d4a,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000w3w6,201600279,永善县永固建筑建材有限公司,130000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj20000004kn,永善县永固建筑建材有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,1、置换承租人永善县农村信用合作社贷款余额2700万元，取回相关抵押物；2、投资建设高速公路服务区加油站及服务区配套设施。,156.0,云南省,昭通市,永善县,云南省昭通市永善县墨乡墨翰村回头湾,发电收入,股东担保,,litigation,4,102673,2019-03-22 00:28:05,102673,2021-09-24 10:25:46,9d9fb44b-8722-4b24-86e8-ec679de6bd88,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000004kn,33a559ae-bcc8-4a87-9495-1ff92c38862f,,未知,未知,未知,置换/偿还融资,水电
KF18SJQYlj400000w4ex,201700216,昱辉皖长丰4.5兆瓦直租项目,22200000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000004os,长丰县如照新能源科技有限公司,102616,吴怡,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,分布式光伏电站的设备采购款,156.0,安徽省,合肥市,长丰县,合肥市长丰县吴山镇昌岭路,该项目发电收益,昱辉阳光能源有限公司、 浙江昱辉光伏电力有限公司连带责任担保,,litigation,4,102616,2019-03-22 00:28:06,102616,2022-04-24 12:15:13,2eefbf8d-a414-4cf4-be1c-66f8ed709e9c,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000004os,eff4a270-bc7c-4f69-b3fc-776f8d6dc000,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000w5p9,201700270,澄城县江能电力发展有限公司,120000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,KF18SJQYlj200000051x,澄城县江能电力发展有限公司,102845,张蕾,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买设备,156.0,陕西省,渭南市,澄城县,陕西省渭南市澄城县冯原镇贺家桥村以北的西徐家山与陕西省延安市黄龙县柳树沟村交界处,发电收入,国电投陕西公司承诺函,,litigation,3,102845,2019-03-22 00:28:14,102845,2022-04-24 12:12:54,8c29241d-354c-4f95-a0ca-26b17515d1a4,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj200000051x,0d672db0-c604-4d2a-86b1-9b83061c52a0,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000w5rm,201700456,宁国市国安光伏发电有限公司,68957722.4,普通融资租赁,新能源股东-光伏,直租,PASS,KF18SJQYlj200000054l,宁国市国安光伏发电有限公司,102563,戚兴法,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付设备款,156.0,安徽省,宣城市,宁国市,中鼎公司屋顶,项目发电收益,国电投安徽公司提供连带责任担保,,,3,102563,2019-03-22 00:28:15,102563,2021-01-08 13:37:37,4b303f62-b565-44e1-ac43-56f661392b45,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj200000054l,1e9581a3-360b-4c2f-bf45-962a7f233d4c,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000w5tl,201700024,云南禄丰丰源水利水电开发有限公司,54000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj200000055f,云南禄丰丰源水利水电开发有限公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,（1）、本项目租赁本金用于支付云南泰丰典当行有限公司210万元； （2）、本项目剩余租赁本金用于江爱国股东自用。,156.0,云南省,楚雄彝族自治州,禄丰县,云南省禄丰县地产事务所,发电收入,股东担保,,litigation,4,102671,2019-03-22 00:28:16,102671,2021-01-18 22:01:36,b5a49c17-cff9-4fd9-82a8-2f9c664c281a,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj200000055f,7ee62929-fe08-45bd-b535-bb1f81e97fa2,,未知,未知,未知,其他,水电
KF18SJQYlj400000w64e,201700095,云南滇能会泽牛栏江水电开发有限公司,100000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj200000056x,云南滇能会泽牛栏江水电开发有限公司,102852,戴繁华,,,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,全部用于归还中电投云南国际及云南滇能内部往来款,156.0,云南省,曲靖市,会泽县,云南省曲靖市会泽县马路乡巴图村,发电收入,股东担保,,litigation,4,102852,2019-03-22 00:28:17,102852,2019-03-22 00:28:17,bba8dc59-8271-447c-acab-8e883c49f943,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj200000056x,9c5406c8-fe9a-49c1-be3c-41f8781c2acd,,未知,未知,未知,偿还债务,水电
KF18SJQYlj400000w660,201600271,云南金平宝石发电有限责任公司,170000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj200000058e,云南金平宝石发电有限责任公司,102852,戴繁华,,,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,结清金美融资租赁有限公司剩余租赁本金,156.0,云南省,红河哈尼族彝族自治州,蒙自市,云南省红河哈尼族彝族自治州蒙自市淡水路天城花园三期A幢4单元2层202,发电收入,股东担保,,litigation,3,102852,2019-03-22 00:28:18,102852,2019-03-22 00:28:18,cd25a78c-001f-4433-8a9e-56672868959c,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj200000058e,f13a86cd-8778-4525-9d59-beee7f4569af,,未知,未知,未知,置换/偿还融资,水电
KF18SJQYlj400000w6lj,201600317,云南红河金田电力有限责任公司,100000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj200000058t,云南红河金田电力有限责任公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,结清金美融资租赁有限公司剩余租赁本金,,,,,云南省红河哈尼族彝族自治州蒙自县阿荣旗那吉镇建华街9号,发电收入,股东担保,,litigation,4,102673,2019-03-22 00:28:20,102673,2021-09-24 10:25:46,ec507d0d-62d2-40ee-afab-aae2e03e0118,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj200000058t,0935323b-97e1-4275-aaf1-2aadd7896613,,未知,未知,未知,置换/偿还融资,水电
KF18SJQYlj400000w7g4,201600366,会东光明水电开发有限公司,100000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj2000000598,会东光明水电开发有限公司,102673,王力平,yls_kflj70000m9trw,能源业务四部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,800万元用于支付保证金，405万元用于支付第一笔融资顾问费，2900万元用于偿还凉山州商业银行贷款，剩余5895万元用于鯵鱼河电站开发。,156.0,四川省,凉山彝族自治州,会东县,会东县会东镇政通路150号,发电收入,股东担保,,litigation,3,102673,2019-03-22 00:28:21,102673,2021-09-24 10:25:46,c87c0a0a-599f-4389-960a-1d7f7403c8a6,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj2000000598,b793669c-9871-4bb8-ac7c-d269517b50c5,,未知,未知,未知,偿还债务,水电
KF18SJQYlj400000w85u,201600283,云南滇能楚雄水电开发有限公司,80000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj20000005ae,云南滇能楚雄水电开发有限公司,102852,戴繁华,,,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,全部用于归还中电投云南国际及云南滇能内部往来款,156.0,云南省,楚雄彝族自治州,楚雄市,云南省楚雄州楚雄市经济技术开发区,发电收入,股东担保,,litigation,3,102852,2019-03-22 00:28:23,102852,2019-03-22 00:28:23,9500971c-e22e-4723-9981-425033996461,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000005ae,053debfd-8946-449b-add1-2070ed1b2325,,未知,未知,未知,偿还债务,水电
KF18SJQYlj400000w8fy,201600289,云南金平瓦窑河发电有限责任公司,40000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj20000005ay,云南金平瓦窑河发电有限责任公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,（1）、偿还承租人在开远市农村信用合作联社剩余贷款本金1800万元； （2）、支付保证金200万元，首期融资顾问费80万元，首期租金34.63万元； （3）、支付承租人股东借款。,156.0,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,云南省红河州金平县勐桥乡瓦窑河村,发电收入,股东担保,,litigation,3,102673,2019-03-22 00:28:24,102673,2021-09-24 10:25:46,45b82dd1-93fb-4bc9-8631-92441874e25b,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000005ay,7819bb8c-0ecb-4bd8-8ee0-916cdf932b8a,,未知,未知,未知,偿还债务,水电
KF18SJQYlj400000w8ul,201600268,剑川云电实业水电开发有限公司,40000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj20000005bo,剑川云电实业水电开发有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,1、偿还承租人在中国农业银行剑川县支行贷款余额1400万元；2、支付本项目保证金200万元、首期融资顾问费80万元、本项目首期租金34.63万元；3、剩余租赁本金用于承租人偿还其控股股东云南嘉信实业有限公司借款。,156.0,云南省,大理白族自治州,剑川县,云南省大理白族自治州 剑川县金华镇永丰北路22号,发电收入,股东担保,,litigation,3,102673,2019-03-22 00:28:25,102673,2021-09-24 10:25:46,2eabce0a-2bbd-4898-9ff7-f6672ddb6e13,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj20000005bo,3c01bffa-338d-45d9-b29f-72a5971c8a43,,未知,未知,未知,偿还债务,水电
KF18SJQYlj400000w97o,201600286,溆浦银珍水电有限公司,35000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj20000005cc,溆浦银珍水电有限公司,102673,王力平,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,（1）、归还中国农业银行溆浦支行贷款本息合计2910万元，承租人方可取回有关抵押物； （2）、租赁保证金175万于我司下款后一个工作日内支付； （3）、运营维护资金415万。,156.0,湖南省,怀化市,溆浦县,湖南省怀化市溆浦县小江口乡双峰村十三组,发电收入,股东担保,,,2,102673,2019-03-22 00:28:27,102673,2021-09-24 10:25:46,207234de-ad49-4deb-bba6-df0bff39aeb8,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000005cc,bfa0c96c-0fdd-47a4-b502-e0237486cd03,,未知,未知,未知,偿还债务,水电
KF18SJQYlj400000wnll,201600002,中核川小金50MW光伏回租项目,260000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005o7,中核小金县新能源开发有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,归还供货商设备款、施工总包方垫付工程及高光集团有限公司的借款,156.0,四川省,阿坝藏族羌族自治州,小金县,美兴镇,项目公司电站发电收入,国缆集团有限公司担保收入,,litigation,3,102610,2019-03-22 00:28:49,102610,2022-10-08 14:43:20,d4827300-dd6a-4cab-b148-7949c6172fa0,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj20000005o7,e1965592-d9aa-48c4-bed5-b374c921002b,,未知,未知,未知,偿还债务,光伏
KF18SJQYlj400000wp5z,201700062,尼木藏能20MW光伏电站回租,130000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005om,西藏尼木县藏能新能源开发有限公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,主要用途为偿还股东垫付的总承包费用,156.0,西藏自治区,拉萨市,尼木县,尚日村,项目公司电站发电收入,西藏藏能保证收入,,litigation,4,102671,2019-03-22 00:28:51,102671,2021-01-18 22:01:36,2355dbf2-3217-4d27-9f39-370c778e2aed,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000005om,3f39883f-f08b-47af-968a-370207403c30,,未知,未知,未知,偿还债务,光伏
KF18SJQYlj400000wpn6,201700395,协鑫晋汾西100MW光伏电站回租,500000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005pz,汾西县协鑫光伏电力有限公司,102601,艾华达,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付光伏电站的设备采购款、施工总包款,156.0,山西省,临汾市,汾西县,团柏乡沟堡村,项目公司电站发电收入,协鑫新能源和苏州协鑫保证收入,,litigation,4,102601,2019-03-22 00:28:52,102601,2019-03-22 00:28:52,03f09a39-56ae-44b3-93c9-454bb35d6c60,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000005pz,6abdaa68-aab6-41a3-b198-2c7d81e656bc,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000wpt2,201700377,联盛皖合肥3.25MW分布式光伏直租,15000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000005qs,合肥创拓新能源有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,分布式光伏电站的设备采购款,156.0,安徽省,合肥市,,经济技术开发区莲花企业园内,电站发电收入,浙江联盛合众新能源有限公司连带责任担保及何旖莎个人无限连带责任担保,,litigation,4,102610,2019-03-22 00:28:54,102610,2022-10-08 14:43:20,26b06fb4-fe4d-4a98-8a3e-2ab036b8ff91,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000005qs,998203c9-f1ae-4fb9-9570-7018448bfaf9,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000wpx3,201700159,平高蒙察右前旗50MW风电直租,325000000.0,普通融资租赁,新能源市场化-风电,直租,PASS,KF18SJQYlj20000005r5,察右前旗航天日泽新能源开发有限公司,102647,王保松,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付供应商设备采购款,156.0,内蒙古自治区,乌兰察布市,察哈尔右翼前旗,土镇向阳街（发改委院内）,项目公司电站发电收入,平高集团有限公司差额补足收入,,litigation,4,102647,2019-03-22 00:28:55,102647,2021-05-06 14:28:58,6116fd4d-21a1-43c6-969b-6fa10872b383,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000005r5,79438cec-76cb-45be-b406-5ea41a68782e,,未知,未知,未知,设备采购,风电
KF18SJQYlj400000wq39,201700408,协鑫闽浦城20MW光伏电站直租,92000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000005rv,浦城县协鑫合创光伏电力有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付光伏电站设备采购款,156.0,福建省,南平市,浦城县,仙阳镇江浦路1号,项目公司电站发电收入,协鑫新能源和苏州协鑫保证收入,,litigation,3,102610,2019-03-22 00:28:56,102610,2022-10-08 14:43:20,242e7bf3-9918-46cb-8e76-0784de16d094,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000005rv,cc5947bb-ef2d-4fee-adee-fd9f5428eb6e,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000wq8t,duguoxin000013,协鑫苏句容15MW光伏电站直租,90000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000005t8,句容信达光伏发电有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付光伏电站设备采购款,156.0,江苏省,镇江市,句容市,后白镇五星村6号(水产养殖厂),项目公司电站发电收入,协鑫新能源和苏州协鑫保证收入,,litigation,3,102610,2019-03-22 00:28:57,102610,2022-10-08 14:43:20,05e6c127-7c15-4ee8-b16b-924669a1951e,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000005t8,74cd4ca1-2c37-4c99-9baa-4e779693ef0c,,未知,未知,未知,设备采购,光伏
KF18SJQYlj400000wqdl,201600250,ISQ鲁泗水20MW光伏项目,120000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005ti,泗水县中电电气光伏发电有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,归还电站收购款,156.0,山东省,济宁市,泗水县,山东省泗水县高峪镇望母山空置裸岩地区,电站发电收入,,,litigation,3,102610,2019-03-22 00:28:58,102610,2022-10-08 14:43:20,f1b82d7e-6b35-4edc-b2ce-fe70b8cf18c6,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,OTHER,KF18SJQYlj20000005ti,124def37-4f97-4652-bbd9-51f4bea1fe7d,,未知,未知,未知,资产收购,光伏
